-0.343,0.687,9.839
-0.343,0.726,9.879
-0.343,0.765,9.879
-0.343,0.687,9.879
-0.304,0.687,9.879
-0.304,0.687,9.918
-0.304,0.726,9.879
-0.383,0.687,9.918
-0.343,0.726,9.879
-0.343,0.687,9.879
-0.343,0.726,9.918
-0.343,0.726,9.839
-0.343,0.726,9.879
-0.304,0.726,9.918
-0.343,0.726,9.957
-0.343,0.687,9.918
-0.383,0.726,9.839
-0.343,0.687,9.879
-0.383,0.726,9.879
-0.343,0.687,9.918
-0.343,0.726,9.879
-0.304,0.687,9.879
-0.304,0.726,9.918
-0.343,0.726,9.879
-0.343,0.726,9.918
-0.343,0.804,9.839
-0.343,0.687,9.918
-0.343,0.687,9.918
-0.304,0.726,9.839
-0.383,0.726,9.839
-0.343,0.765,9.879
-0.343,0.687,9.879
-0.343,0.687,9.839
-0.304,0.687,9.839
-0.343,0.726,9.879
-0.304,0.726,9.810
-0.304,0.726,9.918
-0.343,0.687,9.918
-0.343,0.726,9.839
-0.343,0.687,9.839
-0.343,0.687,9.879
-0.343,0.726,9.879
-0.343,0.687,9.879
-0.265,0.687,9.918
-0.412,0.687,9.879
-0.343,0.726,9.839
-0.343,0.726,9.879
-0.383,0.687,9.879
-0.343,0.687,9.957
-0.304,0.726,9.879
-0.383,0.687,9.879
-0.304,0.726,9.879
-0.343,0.804,9.879
-0.343,0.687,9.879
-0.343,0.726,9.918
-0.304,0.687,9.918
0.108,0.834,9.839
-0.265,0.804,9.879
-0.343,0.804,9.996
-0.343,0.765,9.879
-0.343,0.726,9.918
-0.265,0.530,9.996
-0.765,0.726,9.879
-0.304,0.608,9.918
-0.343,0.647,9.918
-0.383,0.687,9.879
-0.412,0.186,9.918
-0.412,0.569,9.879
-0.412,0.491,9.957
-0.343,0.608,9.918
-0.343,0.687,9.918
-0.383,0.647,9.879
-0.343,0.569,9.839
-0.383,0.569,9.918
-0.383,0.608,9.879
-0.383,0.647,9.879
-0.412,0.608,9.879
-0.412,0.569,9.810
-0.383,0.569,9.879
-0.343,0.608,9.918
-0.343,0.608,9.879
-0.383,0.647,9.996
-0.383,0.608,9.918
-0.343,0.608,9.879
-0.383,0.608,9.879
-0.383,0.608,9.879
-0.383,0.608,9.879
-0.383,0.608,9.839
-0.383,0.608,9.918
-0.383,0.647,9.879
-0.343,0.608,9.879
-0.383,0.608,9.839
-0.383,0.608,9.918
-0.383,0.647,9.879
-0.383,0.647,9.879
-0.412,0.569,9.879
-0.383,0.608,9.957
-0.383,0.608,9.918
-0.412,0.608,9.879
-0.383,0.608,9.839
-0.343,0.608,9.879
-0.383,0.647,9.879
-0.343,0.569,9.879
-0.383,0.569,9.879
-0.608,0.226,9.879
0.451,1.069,9.918
-2.413,0.186,9.113
1.452,1.373,10.075
0.491,2.335,4.208
-0.069,1.069,9.879
-0.804,0.226,9.918
-2.600,-0.451,9.614
-0.226,0.687,10.300
-1.334,1.295,11.144
-1.834,1.334,6.583
-3.483,-1.452,11.419
-3.679,2.296,4.670
-4.787,-1.834,10.762
-4.483,-1.991,8.270
-6.278,-3.404,6.475
-7.279,-4.513,4.787
-4.022,-3.178,3.178
-8.388,-5.631,3.021
-7.387,-5.013,5.091
-9.457,-5.435,2.904
-7.926,-4.905,-0.491
-7.161,-4.748,-2.835
-11.144,-8.162,2.521
-6.053,-3.865,-5.356
-5.317,-3.747,-4.326
-3.787,-2.335,-7.387
-5.435,-3.100,-9.957
-2.560,-1.795,-8.309
-2.796,-1.226,-8.044
-2.296,1.187,-10.222
-1.913,-0.343,-9.310
-2.413,0.912,-10.261
-1.413,0.186,-8.996
-1.226,2.099,-9.653
-0.687,0.226,-10.222
-2.031,0.804,-9.270
-0.647,0.226,-9.153
-2.374,0.991,-8.770
-0.451,1.187,-10.997
-1.295,0.569,-9.996
0.265,1.756,-10.300
2.453,0.147,-9.810
2.521,2.453,-10.997
0.647,2.217,-9.388
-0.451,-0.451,-9.692
-0.451,0.383,-9.771
-0.304,-0.108,-9.270
-2.178,-0.343,-9.653
-0.108,-0.029,-9.879
-0.069,-0.069,-9.732
0.069,-0.569,-9.535
0.147,-0.765,-9.388
0.108,-0.608,-9.692
0.000,0.108,-9.918
-0.265,-0.608,-9.653
-0.491,-0.608,-9.732
-0.451,-0.608,-9.810
-0.451,-0.608,-9.810
-0.226,-0.383,-9.996
-0.530,-0.343,-9.732
-0.412,0.000,-10.036
-0.412,-0.304,-9.614
-0.029,0.569,-9.879
-0.147,0.069,-9.653
-0.069,0.451,-9.996
-0.069,0.304,-9.771
0.000,0.265,-9.810
0.029,0.108,-9.692
0.108,0.108,-9.879
0.186,0.147,-9.810
0.226,0.412,-9.879
0.147,0.343,-9.879
0.069,0.226,-9.839
-0.069,0.186,-9.810
-0.029,0.569,-9.879
-0.069,0.383,-9.810
-0.147,0.383,-9.810
-0.069,0.304,-9.839
-0.108,0.383,-9.879
-0.226,0.186,-9.732
-0.304,0.147,-9.839
-0.343,0.226,-9.839
-0.304,0.186,-9.810
-0.491,0.000,-9.810
-0.451,0.108,-9.810
-0.383,0.108,-9.839
-0.383,0.147,-9.879
-0.412,0.147,-9.810
-0.412,0.186,-9.839
-0.343,0.226,-9.839
-0.383,0.108,-9.771
-0.304,0.186,-9.839
-0.343,0.226,-9.839
-0.343,0.186,-9.810
-0.304,0.186,-9.839
-0.304,0.147,-9.839
-0.304,0.186,-9.918
-0.304,0.186,-9.810
-0.304,0.147,-9.839
-0.265,0.186,-9.771
-0.304,0.147,-9.810
-0.304,0.186,-9.839
-0.304,0.108,-9.839
-0.304,0.186,-9.839
-0.265,0.147,-9.810
-0.265,0.108,-9.839
-0.265,0.186,-9.810
-0.226,0.108,-9.839
-0.304,0.147,-9.879
-0.304,0.108,-9.810
-0.343,0.108,-9.771
-0.343,0.186,-9.879
-0.304,0.147,-9.839
-0.451,0.226,-9.653
0.000,0.383,-9.692
-0.451,0.265,-9.879
-0.451,0.304,-9.879
-0.412,0.265,-9.839
-0.451,0.265,-9.839
-0.491,0.265,-9.692
-0.530,0.265,-9.839
-0.451,0.343,-9.879
-0.451,0.226,-9.810
-0.491,0.265,-9.810
-0.412,0.226,-9.810
-0.451,0.304,-9.839
-0.412,0.304,-9.810
-0.412,0.265,-9.879
-0.451,0.265,-9.810
-0.412,0.265,-9.839
-0.412,0.265,-9.839
-0.412,0.265,-9.839
-0.412,0.265,-9.918
-0.687,-0.265,-9.996
0.873,0.451,-11.036
0.412,-0.687,-10.036
-3.061,0.569,-9.957
-1.069,-1.609,-11.105
-5.052,-1.530,-9.879
-3.021,-1.256,-7.544
-5.474,-2.943,-9.231
-7.966,0.343,-6.622
-6.779,-3.640,-1.874
-9.535,-0.608,-6.514
-7.887,-1.795,2.678
-4.365,-5.013,5.396
-9.418,-2.678,5.817
-6.396,-1.295,7.240
-6.818,-2.560,6.661
-1.991,-0.304,9.839
-5.091,-0.647,9.388
1.452,3.218,9.575
-3.021,-0.804,10.497
1.530,1.991,9.692
-2.904,-2.217,10.114
-1.069,-0.491,10.075
-1.373,-1.295,9.732
-2.521,-1.491,11.870
-6.053,-1.991,12.488
-1.452,-1.413,5.209
-1.834,-0.343,8.849
-0.265,0.726,8.427
-9.839,5.248,-15.971
0.991,2.217,11.949
-0.687,0.451,9.810
-0.451,0.804,10.036
-0.383,0.687,9.839
-0.343,0.726,9.879
-0.383,0.687,9.879
-0.343,0.726,9.879
-0.304,0.687,9.879
-0.383,0.726,10.114
-0.265,0.726,9.996
-0.304,0.687,9.996
-0.343,0.687,9.879
-0.304,0.687,9.879
-0.383,0.687,9.839
-0.383,0.687,9.879
-0.304,0.765,9.918
-0.304,0.726,9.918
-0.304,0.687,9.918
-0.343,0.687,9.879
-0.343,0.726,9.879
-0.304,0.687,9.879
