-0,054,0,046,0,976,158,450,83,260,178,240,0,000,9,620,-1,147
-0,046,0,050,1,011,158,450,83,260,178,240,0,000,9,581,-1,147
-0,042,0,050,1,023,158,460,83,260,178,250,-0,078,9,620,-1,108
-0,046,0,050,1,011,158,480,83,260,178,270,0,000,9,620,-1,108
-0,035,0,062,1,046,158,480,83,260,178,270,0,000,9,581,-1,147
-0,042,0,050,1,015,158,490,83,260,178,280,-0,039,9,620,-1,108
-0,050,0,046,1,000,158,510,83,260,178,300,-0,039,9,581,-1,108
-0,050,0,023,1,007,158,510,83,260,178,300,-0,039,9,542,-1,108
-0,035,0,074,1,011,158,520,83,260,178,310,-0,078,9,591,-1,040
-0,062,0,050,1,015,158,430,83,240,178,230,-0,039,9,591,-1,383
-0,050,0,035,1,019,158,410,83,240,178,200,-0,078,9,620,-1,422
-0,042,0,066,1,000,158,430,83,250,178,220,-0,196,9,699,-1,147
-0,050,0,042,1,011,158,450,83,250,178,240,-0,078,9,591,-1,187
-0,046,0,039,1,007,158,450,83,250,178,240,-0,118,9,660,-1,226
-0,066,0,046,1,000,158,450,83,250,178,240,0,000,9,620,-1,147
-0,035,0,050,1,011,158,430,83,250,178,220,-0,196,9,620,-1,187
-0,054,0,039,1,003,158,450,83,250,178,240,-0,157,9,542,-1,147
-0,046,0,058,0,996,158,480,83,250,178,270,-0,118,9,591,-1,187
-0,039,0,042,1,003,158,480,83,250,178,270,-0,078,9,591,-1,187
-0,054,0,054,1,015,158,480,83,260,178,270,-0,039,9,620,-1,226
-0,042,0,050,1,011,158,490,83,260,178,270,0,000,9,591,-1,226
-0,046,0,042,1,019,158,500,83,260,178,290,-0,078,9,591,-1,040
-0,058,0,062,1,023,158,520,83,260,178,310,-0,039,9,591,-1,187
-0,046,0,031,0,996,158,560,83,260,178,340,0,078,9,591,-1,040
-0,062,0,039,1,003,158,550,83,260,178,340,0,039,9,581,-1,108
-0,054,0,054,1,023,159,550,83,350,178,990,-0,196,9,885,-1,461
-0,042,0,046,1,023,159,920,83,360,178,550,0,922,9,385,-0,579
-0,046,0,046,1,011,158,640,83,230,177,250,-0,343,9,738,-1,530
-0,066,0,058,1,007,158,770,83,250,177,370,-0,343,9,699,-1,344
0,007,0,042,1,023,158,650,83,250,177,260,0,118,9,581,-1,108
-0,085,0,039,1,027,158,740,83,270,177,340,-0,196,9,591,-1,108
-0,089,0,070,1,003,158,840,83,270,177,130,0,422,9,542,-0,922
-0,039,0,066,1,054,158,580,83,240,176,790,0,382,10,042,-1,344
-0,039,0,027,1,042,158,490,83,190,175,970,0,275,9,620,-1,147
-0,046,0,050,0,984,157,990,83,050,174,400,0,118,9,620,-1,079
-0,085,0,085,0,976,158,040,83,050,174,470,0,422,9,542,-1,040
-0,046,0,066,1,003,158,060,83,060,174,540,0,196,9,552,-1,265
-0,039,0,046,1,015,158,030,83,060,174,580,-0,157,9,552,-0,961
-0,050,0,066,1,019,157,460,83,010,174,230,-0,039,9,581,-1,108
-0,054,0,046,1,023,157,350,83,010,174,170,-0,039,9,699,-1,304
-0,046,0,058,1,070,157,300,83,010,174,190,0,078,9,581,-1,079
-0,054,0,058,1,035,157,290,83,000,174,170,0,000,9,620,-1,147
-0,058,0,070,1,050,157,260,83,010,174,150,-0,078,9,542,-1,147
