-0.039,0.058,1.007,-19.120,88.280,125.470,-0.024,0.973,-0.016
-0.039,0.066,1.015,-19.070,88.280,125.530,-0.020,0.974,-0.020
-0.039,0.062,1.007,-19.100,88.280,125.500,-0.020,0.989,-0.016
-0.035,0.062,1.011,-19.200,88.280,125.390,-0.020,0.981,-0.016
-0.039,0.062,1.003,-19.280,88.280,125.320,-0.024,0.981,-0.016
-0.042,0.062,1.019,-19.310,88.280,125.280,-0.028,0.974,-0.016
-0.042,0.058,1.007,-19.320,88.290,125.280,-0.028,0.989,-0.016
-0.039,0.058,1.007,-19.260,88.290,125.340,-0.024,0.978,-0.020
-0.039,0.066,1.015,-19.190,88.290,125.410,-0.016,0.981,-0.020
-0.039,0.058,1.007,-19.210,88.290,125.390,-0.020,0.985,-0.016
-0.035,0.062,1.011,-19.290,88.290,125.310,-0.024,0.981,-0.016
-0.039,0.058,1.003,-19.290,88.290,125.310,-0.031,0.985,-0.016
-0.042,0.066,1.015,-19.040,88.290,125.570,-0.020,0.973,-0.016
-0.039,0.062,1.003,-19.160,88.290,125.440,-0.024,0.985,-0.016
-0.039,0.066,1.027,-19.210,88.290,125.400,-0.031,0.985,-0.016
-0.035,0.058,1.000,-19.150,88.290,125.450,-0.028,0.981,-0.020
-0.039,0.058,1.011,-19.110,88.300,125.500,-0.024,0.985,-0.020
-0.039,0.062,1.011,-19.090,88.300,125.510,-0.020,0.985,-0.020
-0.042,0.062,1.007,-19.100,88.300,125.500,-0.020,0.985,-0.012
-0.042,0.066,1.011,-19.150,88.290,125.450,-0.028,0.974,-0.012
-0.035,0.066,1.007,-19.150,88.290,125.450,-0.031,0.981,-0.016
-0.035,0.058,1.011,-19.080,88.290,125.520,-0.031,0.981,-0.020
-0.039,0.062,1.015,-19.050,88.290,125.550,-0.024,0.981,-0.020
-0.042,0.058,1.015,-19.060,88.300,125.540,-0.016,0.985,-0.016
-0.046,0.058,1.011,-19.070,88.300,125.530,-0.016,0.981,-0.016
-0.039,0.062,1.015,-19.090,88.300,125.510,-0.024,0.973,-0.016
-0.031,0.058,1.011,-19.140,88.290,125.470,-0.031,0.981,-0.012
-0.035,0.058,1.007,-19.130,88.290,125.470,-0.031,0.981,-0.016
-0.035,0.062,1.015,-19.050,88.290,125.550,-0.024,0.981,-0.020
-0.042,0.058,1.003,-18.980,88.300,125.620,-0.016,0.985,-0.020
-0.039,0.062,1.011,-18.980,88.300,125.620,-0.012,0.981,-0.016
-0.039,0.066,1.015,-19.040,88.300,125.560,-0.016,0.981,-0.012
-0.039,0.058,1.003,-19.080,88.290,125.520,-0.031,0.977,-0.012
-0.035,0.058,1.015,-19.070,88.290,125.530,-0.035,0.981,-0.020
-0.039,0.054,1.007,-19.000,88.290,125.600,-0.031,0.978,-0.020
-0.042,0.058,1.003,-18.890,88.290,125.710,-0.020,0.981,-0.020
-0.046,0.066,1.023,-18.880,88.300,125.730,-0.012,0.985,-0.016
-0.042,0.062,1.003,-18.920,88.300,125.690,-0.008,0.978,-0.012
-0.035,0.062,1.011,-18.990,88.290,125.620,-0.020,0.981,-0.012
-0.035,0.062,1.007,-19.020,88.280,125.590,-0.035,0.981,-0.016
-0.035,0.054,1.003,-18.950,88.280,125.660,-0.035,0.985,-0.020
-0.035,0.062,1.015,-18.850,88.290,125.760,-0.028,0.981,-0.024
-0.046,0.062,1.003,-18.780,88.290,125.830,-0.012,0.977,-0.020
-0.042,0.066,1.015,-18.790,88.300,125.820,-0.008,0.989,-0.020
-0.035,0.062,1.007,-18.930,88.290,125.680,-0.020,0.977,-0.012
-0.031,0.058,1.003,-19.090,88.290,125.520,-0.031,0.977,-0.012
-0.035,0.062,1.007,-19.110,88.290,125.500,-0.035,0.981,-0.016
-0.042,0.062,1.011,-18.990,88.290,125.620,-0.028,0.981,-0.020
-0.046,0.066,1.011,-18.840,88.300,125.770,-0.016,0.981,-0.020
-0.046,0.062,1.011,-18.840,88.300,125.770,-0.008,0.981,-0.020
-0.035,0.062,1.007,-18.990,88.300,125.610,-0.020,0.981,-0.020
