-0.035,0.050,1.011,25.710,88.660,121.090,-0.020,0.985,-0.012
-0.039,0.050,1.007,25.910,88.660,121.290,-0.016,0.981,-0.012
-0.035,0.054,1.011,25.920,88.660,121.300,-0.020,0.981,-0.012
-0.035,0.050,1.007,25.930,88.660,121.310,-0.020,0.981,-0.012
-0.035,0.050,1.007,25.940,88.660,121.320,-0.020,0.981,-0.012
-0.035,0.050,1.007,25.950,88.660,121.330,-0.020,0.981,-0.012
-0.039,0.050,1.007,25.930,88.660,121.310,-0.020,0.981,-0.012
-0.039,0.050,1.011,25.910,88.660,121.290,-0.020,0.981,-0.016
-0.039,0.050,1.015,25.900,88.660,121.280,-0.020,0.981,-0.012
-0.035,0.050,1.011,25.870,88.660,121.250,-0.020,0.977,-0.012
-0.035,0.046,1.007,25.850,88.660,121.230,-0.020,0.985,-0.012
-0.031,0.054,1.011,25.830,88.660,121.220,-0.016,0.981,-0.012
-0.039,0.050,1.007,25.830,88.660,121.210,-0.020,0.981,-0.012
-0.039,0.050,1.015,25.800,88.650,121.190,-0.020,0.981,-0.012
-0.035,0.050,1.011,25.790,88.650,121.170,-0.020,0.981,-0.012
-0.039,0.050,1.007,25.780,88.650,121.160,-0.016,0.981,-0.012
-0.035,0.050,1.007,25.780,88.650,121.160,-0.020,0.981,-0.012
-0.035,0.046,1.007,25.610,88.660,120.990,-0.024,0.981,-0.012
-0.035,0.054,1.011,25.600,88.660,120.980,-0.020,0.977,-0.016
-0.031,0.050,1.015,25.590,88.660,120.970,-0.020,0.981,-0.008
-0.039,0.050,1.015,25.580,88.660,120.960,-0.020,0.981,-0.012
-0.035,0.054,1.007,25.530,88.670,120.910,-0.020,0.981,-0.012
-0.042,0.054,1.007,25.490,88.670,120.880,-0.020,0.977,-0.008
-0.039,0.054,1.011,25.460,88.670,120.840,-0.020,0.981,-0.012
-0.035,0.046,1.011,25.450,88.670,120.830,-0.024,0.981,-0.012
-0.039,0.050,1.007,25.470,88.670,120.850,-0.020,0.981,-0.012
-0.035,0.054,1.003,25.470,88.670,120.850,-0.020,0.985,-0.012
-0.035,0.050,1.011,25.480,88.670,120.860,-0.020,0.981,-0.012
-0.039,0.050,1.007,25.480,88.660,120.860,-0.020,0.981,-0.008
-0.035,0.050,1.007,25.490,88.660,120.870,-0.020,0.981,-0.016
-0.039,0.054,1.007,25.500,88.660,120.880,-0.016,0.978,-0.008
-0.035,0.050,1.011,25.500,88.660,120.880,-0.020,0.977,-0.012
-0.035,0.050,1.007,25.500,88.660,120.880,-0.020,0.985,-0.012
-0.035,0.050,1.007,25.520,88.660,120.900,-0.020,0.981,-0.012
-0.039,0.050,1.011,25.520,88.660,120.900,-0.020,0.981,-0.012
-0.035,0.050,1.007,25.520,88.660,120.900,-0.020,0.981,-0.012
-0.035,0.054,1.015,25.520,88.660,120.900,-0.020,0.981,-0.012
-0.039,0.046,1.011,25.530,88.650,120.910,-0.020,0.981,-0.012
-0.035,0.054,1.011,25.530,88.650,120.910,-0.020,0.981,-0.012
-0.039,0.054,1.007,25.540,88.650,120.920,-0.020,0.985,-0.012
-0.035,0.050,1.007,25.540,88.650,120.920,-0.016,0.981,-0.012
-0.035,0.050,1.015,25.540,88.650,120.920,-0.020,0.981,-0.008
-0.035,0.050,1.011,25.540,88.650,120.920,-0.020,0.981,-0.012
-0.039,0.050,1.007,25.530,88.650,120.910,-0.020,0.981,-0.012
-0.039,0.050,1.011,25.520,88.650,120.900,-0.020,0.981,-0.012
-0.035,0.054,1.007,25.520,88.660,120.900,-0.020,0.981,-0.012
-0.035,0.046,1.003,25.580,88.660,120.960,-0.016,0.978,-0.008
-0.035,0.054,1.015,25.650,88.660,121.030,-0.020,0.981,-0.012
0.000,0.050,1.000,25.660,88.660,121.040,-0.020,0.981,-0.012
-0.050,0.050,1.003,25.370,88.760,120.660,-0.024,0.981,-0.016
-0.035,0.046,1.015,25.190,88.770,120.480,-0.012,0.978,-0.008
-0.039,0.062,1.000,25.220,88.770,120.490,0.000,0.981,0.000
-0.039,0.039,1.011,25.420,88.760,120.670,0.000,0.989,-0.012
-0.035,0.054,1.011,26.890,88.650,122.140,-0.020,0.977,-0.004
-0.031,0.039,1.000,26.710,88.720,121.960,0.000,0.974,0.004
-0.042,0.050,1.042,27.690,88.650,122.930,-0.043,1.001,-0.051
-0.050,0.050,1.015,27.600,88.670,122.850,-0.039,0.993,-0.035
-0.046,0.050,0.968,28.540,88.620,123.770,-0.047,1.001,-0.059
-0.039,0.046,1.003,27.870,88.740,123.090,0.024,0.958,0.020
-0.039,0.050,1.031,29.020,88.640,124.240,-0.020,0.993,-0.024
-0.039,0.046,1.007,28.600,88.690,123.810,-0.016,0.974,0.012
-0.035,0.054,1.007,29.890,88.590,124.950,-0.031,0.989,-0.028
-0.042,0.058,1.003,29.570,88.650,124.630,-0.016,0.978,-0.008
-0.035,0.054,1.003,30.210,88.610,125.280,-0.028,0.985,-0.024
-0.039,0.050,1.003,30.310,88.610,125.380,-0.024,0.981,-0.016
-0.035,0.054,1.015,30.960,88.560,125.980,-0.031,0.985,-0.024
-0.035,0.054,1.011,30.910,88.560,125.940,-0.020,0.985,-0.020
-0.027,0.085,1.011,30.820,88.570,125.850,-0.016,0.981,-0.012
-0.031,0.050,1.003,30.770,88.570,125.790,-0.024,0.981,-0.012
-0.031,0.093,1.011,30.630,88.590,125.660,-0.031,0.985,-0.028
-0.050,0.042,1.019,30.490,88.590,125.280,-0.008,0.985,0.012
-0.035,0.046,1.003,30.420,88.560,124.870,-0.031,0.981,-0.035
-0.035,0.046,1.011,30.330,88.560,124.680,-0.039,0.978,-0.047
-0.035,0.054,1.007,30.240,88.490,123.630,-0.012,0.985,-0.012
-0.039,0.054,0.992,30.030,88.490,123.220,-0.016,0.981,-0.008
-0.058,0.074,1.000,29.650,88.530,122.820,-0.012,0.978,0.000
-0.054,0.054,1.007,29.710,88.520,122.880,-0.004,0.974,0.008
-0.125,0.117,1.167,28.070,88.660,120.990,-0.051,0.974,0.028
-0.253,0.070,0.914,27.840,88.650,120.220,-0.024,0.996,-0.024
-0.105,0.109,1.070,23.360,88.900,114.880,-0.063,0.993,0.020
-0.179,0.015,1.085,21.700,88.960,113.030,-0.063,0.989,0.016
-0.074,0.074,1.035,-17.720,86.960,75.180,-0.106,0.974,-0.016
-0.074,0.125,0.976,-17.310,87.060,75.720,-0.110,0.966,-0.020
-0.019,0.007,0.992,-17.060,87.200,76.090,-0.110,0.970,-0.020
0.085,0.023,0.957,-17.280,87.370,75.980,-0.098,0.970,0.004
0.027,0.011,0.988,-33.350,88.750,61.410,0.008,0.958,0.000
0.015,-0.003,0.976,1.480,89.490,97.350,0.071,0.935,-0.043
0.058,0.023,1.000,101.940,89.390,-161.700,0.067,0.954,0.004
0.046,0.027,0.992,100.880,89.270,-162.740,0.078,0.962,0.012
-0.023,0.070,0.996,79.100,88.010,175.670,0.067,0.970,-0.047
0.019,0.062,0.996,74.480,87.450,170.710,0.055,0.970,-0.028
0.023,0.070,1.019,70.140,87.110,165.870,0.039,0.965,-0.043
-0.027,0.113,1.007,69.250,87.030,164.900,0.028,0.970,-0.012
