10.222,0.952,-0.147
9.810,0.912,0.608
9.418,1.256,0.304
9.231,1.678,1.530
9.575,1.952,1.570
9.879,2.678,2.099
9.192,2.600,0.834
8.770,3.787,3.404
7.662,1.874,1.413
8.191,3.865,0.834
7.161,4.287,3.708
5.013,5.356,1.609
5.592,5.896,4.748
4.287,7.809,5.670
3.708,6.965,6.700
4.022,8.652,5.631
2.982,9.996,3.865
0.491,7.887,5.817
1.678,10.340,5.631
1.295,8.652,3.904
0.530,9.692,4.709
0.000,9.996,3.600
-0.647,10.222,4.827
-0.451,8.996,3.443
-1.570,9.732,2.943
-0.834,9.692,4.444
2.296,10.683,-2.757
-0.304,10.193,4.130
-2.060,9.496,1.678
-0.726,10.683,5.435
-1.334,10.075,0.343
-1.530,9.732,2.335
-1.148,10.644,2.453
-2.374,9.388,3.021
0.226,11.605,0.804
-2.943,9.388,2.031
-0.226,11.723,3.561
-0.412,10.497,0.647
-0.412,10.644,1.874
-1.913,9.771,1.187
0.383,9.732,0.873
-1.256,10.575,2.335
-0.687,10.840,1.187
-0.834,10.879,1.874
-1.148,10.036,1.226
-1.530,10.958,0.873
-1.452,11.036,0.991
-1.452,9.575,1.913
-0.991,9.457,2.560
-0.412,10.840,0.069
-1.530,10.300,0.687
-1.756,11.183,2.217
-1.952,9.535,1.226
-1.491,9.653,1.256
-1.334,10.879,0.451
-1.638,15.284,5.552
-1.609,9.418,1.413
-1.491,10.340,-0.069
-1.570,10.340,1.256
-1.226,10.340,0.343
-1.187,10.340,0.873
-1.187,10.418,0.804
-1.109,10.261,0.804
-0.912,10.222,0.726
-1.030,10.340,0.834
-0.912,10.300,0.608
-1.030,10.300,0.873
-1.069,10.379,0.873
-1.069,10.379,0.834
-1.069,10.340,0.804
-1.030,10.340,0.804
-1.109,10.300,0.952
-1.069,10.340,0.912
-1.109,10.340,0.873
-1.030,10.340,0.765
-1.030,10.340,0.873
-1.069,10.340,0.873
-1.030,10.379,0.726
-1.030,10.379,0.834
-1.069,10.418,0.765
-1.030,10.340,0.873
-1.030,10.261,0.834
-0.991,10.300,0.873
-1.030,10.379,0.912
-1.030,10.379,0.834
-1.030,10.340,0.912
-1.109,10.340,0.834
-1.030,10.340,0.873
-1.030,10.379,0.912
-0.991,10.340,0.834
-1.030,10.379,0.912
-0.912,10.340,0.804
-1.030,10.340,0.912
-0.991,10.340,0.873
-0.952,10.300,0.873
-1.069,10.340,0.952
-0.991,10.340,0.834
-0.991,10.300,0.912
-0.991,10.340,0.912
-1.030,10.379,0.804
-0.952,10.379,0.912
-1.030,10.340,0.912
-0.952,10.300,0.873
-0.991,10.300,0.873
-1.030,10.379,0.912
-0.952,10.340,0.834
-0.991,10.340,0.912
-0.991,10.340,0.952
-0.952,10.300,0.912
-0.952,10.340,0.912
-0.991,10.340,0.834
-0.991,10.300,1.030
-1.030,10.340,0.873
-1.030,10.340,0.952
-0.991,10.379,0.873
-1.030,10.340,0.912
-1.030,10.340,0.952
-0.991,10.379,0.912
-1.030,10.300,0.834
-1.030,10.261,0.804
-0.991,10.340,1.226
-0.912,10.261,0.952
-1.148,11.841,1.069
-1.491,10.762,1.295
-1.334,10.879,2.099
-1.717,10.075,1.913
-2.374,10.114,3.944
-1.570,10.997,5.356
-3.061,8.849,4.091
-0.991,7.240,5.288
1.148,6.965,5.513
1.256,5.435,7.740
-0.491,8.123,7.004
1.530,4.827,6.583
0.491,6.239,7.809
0.687,7.240,8.044
1.030,5.396,6.435
0.912,4.483,8.545
0.912,5.513,7.926
0.226,2.943,8.888
-0.343,2.521,9.614
0.186,1.226,8.584
-0.226,2.031,10.075
0.108,0.530,10.036
-0.608,-0.343,8.652
0.687,-0.265,9.957
-0.265,0.608,8.652
2.560,-0.451,10.614
1.413,0.226,9.388
1.717,-1.109,10.762
1.638,-1.638,10.722
1.609,-2.982,11.183
-0.147,-5.356,7.926
1.334,-6.818,4.483
1.226,-7.201,5.052
2.865,-7.358,4.169
1.717,-7.083,4.169
3.522,-7.770,0.343
1.570,-7.622,0.147
2.335,-8.584,-2.453
-1.373,-8.927,-2.296
-1.148,-10.036,5.474
1.834,-10.222,-0.530
0.991,-9.575,-2.521
0.186,-10.614,-2.335
-0.834,-10.457,-3.257
-0.834,-9.349,-2.943
-0.873,-9.192,-2.374
-0.834,-9.614,-2.717
-0.912,-9.692,-2.374
-0.265,-9.310,-2.060
-0.226,-9.310,-1.991
0.069,-9.496,-1.717
0.765,-9.270,-1.717
0.834,-9.418,-2.060
1.069,-8.584,-1.678
1.030,-9.388,-1.373
0.834,-8.996,-1.148
0.952,-9.653,-1.638
1.109,-9.349,-1.148
0.804,-9.310,-1.452
0.726,-9.653,-0.647
0.647,-9.653,-0.726
0.412,-9.535,-0.491
0.491,-9.575,-0.491
0.451,-9.692,-0.765
0.226,-9.771,-0.765
0.304,-9.614,-0.726
0.383,-9.692,-0.952
0.412,-9.535,-0.726
0.383,-9.614,-0.873
0.491,-9.457,-0.873
0.226,-9.457,-0.687
0.343,-9.535,-1.030
0.491,-9.496,-0.991
0.451,-9.496,-1.030
0.451,-9.535,-1.030
0.647,-9.388,-1.109
0.647,-9.771,-1.530
0.343,-9.732,-1.109
-0.265,-10.958,-1.452
1.030,-9.732,-1.256
0.569,-10.340,-1.109
2.835,-7.622,-0.873
1.373,-10.418,-0.069
0.491,-8.996,-0.569
1.678,-7.809,5.052
0.530,-9.113,2.560
-0.186,-9.035,1.226
-0.069,-9.153,5.474
-0.451,-9.839,2.296
-0.069,-9.074,2.413
0.687,-9.035,-1.413
-1.187,-9.418,3.257
-0.029,-11.419,0.687
-1.069,-9.310,2.374
-0.343,-9.614,1.295
1.570,-8.692,2.943
-0.147,-10.536,1.148
1.069,-8.888,2.060
0.804,-8.927,0.569
1.717,-9.113,2.521
1.226,-9.457,0.608
1.373,-10.075,1.413
1.109,-8.692,2.600
0.873,-9.457,1.570
0.834,-9.113,2.335
0.834,-9.418,2.031
1.187,-9.418,2.796
0.952,-9.035,3.257
0.265,-9.692,1.030
0.569,-9.074,3.561
-0.608,-9.957,0.608
0.265,-9.231,2.678
-0.108,-9.957,1.148
-0.069,-8.966,2.413
0.147,-9.418,1.913
-0.029,-8.966,1.756
0.000,-9.732,1.638
-0.226,-9.418,1.187
-0.069,-9.496,1.638
-0.147,-9.457,1.530
0.108,-9.457,1.756
0.000,-9.388,1.491
0.343,-9.231,1.795
0.069,-9.575,1.570
-0.029,-9.692,1.413
-0.069,-9.692,1.795
-0.226,-9.496,1.334
-0.108,-9.457,1.638
-0.186,-9.457,1.334
-0.108,-9.535,1.452
-0.186,-9.614,1.226
-0.147,-9.496,1.295
-0.186,-9.496,1.148
-0.108,-9.535,1.109
-0.069,-9.575,1.030
-0.029,-9.496,1.109
0.000,-9.614,1.030
-0.029,-9.535,1.334
-0.069,-9.575,1.069
0.000,-9.535,1.256
-0.029,-9.653,1.069
-0.029,-9.535,1.069
-0.108,-9.496,1.030
-0.108,-9.457,0.873
-0.029,-9.575,1.256
-0.029,-9.575,0.952
0.000,-9.575,1.148
-0.029,-9.575,0.991
-0.069,-9.535,1.030
-0.029,-9.614,1.069
0.029,-9.575,1.187
-0.108,-9.535,0.991
-0.029,-9.535,1.109
-0.069,-9.575,1.069
0.000,-9.496,1.187
-0.069,-9.496,1.069
-0.108,-9.575,1.069
-0.069,-9.614,1.069
-0.029,-9.535,1.226
-0.069,-9.575,1.069
-0.108,-9.535,1.069
-0.108,-9.535,1.109
-0.186,-9.575,0.952
-0.069,-9.614,1.187
-0.069,-9.575,1.030
-0.108,-9.535,1.069
-0.069,-9.575,1.030
-0.069,-9.575,1.187
-0.108,-9.496,1.148
-0.108,-9.653,1.030
-0.186,-9.496,1.030
-0.108,-9.653,1.030
-0.069,-9.535,1.187
-0.186,-9.535,0.991
-0.069,-9.496,1.187
-0.147,-9.496,1.069
-0.108,-9.535,1.226
-0.265,-9.575,0.804
-0.029,-9.496,1.226
-0.069,-9.692,1.109
-0.186,-9.535,1.030
-0.108,-9.496,1.030
-0.108,-9.575,0.912
-0.147,-9.575,1.187
-0.147,-9.614,0.952
-0.186,-9.418,0.991
-0.186,-9.496,1.187
-0.108,-9.614,1.109
-0.147,-9.535,1.226
-0.108,-9.535,1.069
-0.108,-9.496,1.256
-0.226,-9.575,0.952
-0.147,-9.653,1.148
-0.412,-9.270,1.334
-0.029,-9.349,2.031
0.343,-9.113,1.373
-0.647,-9.035,0.726
0.108,-9.732,1.952
-1.148,-6.857,4.405
0.451,-9.771,2.217
0.000,-7.505,4.866
-1.069,-8.770,4.405
-2.217,-7.426,5.288
-1.913,-8.231,5.592
-0.451,-3.640,8.427
-2.717,-6.396,5.896
-1.991,-6.396,8.692
-1.295,-2.600,9.457
-3.522,-4.287,9.074
-3.600,-4.365,7.505
-2.560,-2.678,10.340
-1.491,-2.835,8.849
-2.678,-2.296,9.113
-3.787,-2.717,10.300
-2.453,-2.835,5.857
-3.326,-4.169,10.340
-3.100,-3.257,9.035
-2.482,-0.991,7.770
-1.638,-1.334,8.927
-3.600,-3.708,12.184
-1.609,0.000,10.153
-3.747,-1.991,12.066
-2.178,-0.952,9.692
-2.060,-0.952,9.692
-2.178,-1.030,9.810
-2.639,-1.413,9.839
-1.756,-0.912,10.075
