-0,031,0,039,0,988,158,080,83,480,177,390,0,118,9,512,-1,040
-0,050,0,046,1,007,158,180,83,470,177,490,0,039,9,512,-1,040
-0,050,0,058,1,019,158,320,83,440,177,630,0,000,9,542,-1,079
-0,042,0,042,1,015,158,370,83,440,177,670,0,078,9,552,-1,000
-0,058,0,046,1,003,158,420,83,430,177,730,-0,039,9,581,-1,108
-0,042,0,031,0,996,158,510,83,420,177,810,-0,078,9,591,-1,226
-0,050,0,062,1,015,158,540,83,420,177,840,-0,078,9,581,-1,108
-0,050,0,050,1,011,158,520,83,410,177,820,-0,078,9,581,-1,147
-0,050,0,046,1,003,158,550,83,410,177,860,0,000,9,542,-1,079
-0,046,0,062,1,027,158,550,83,410,177,860,-0,039,9,542,-1,079
-0,046,0,039,1,027,158,540,83,410,177,840,-0,078,9,581,-1,079
-0,058,0,042,1,027,158,550,83,400,177,850,-0,039,9,552,-1,226
-0,042,0,062,1,023,158,590,83,400,177,890,0,078,9,591,-1,000
-0,046,0,035,0,992,158,600,83,390,177,900,0,000,9,552,-1,000
-0,050,0,042,1,011,158,590,83,380,177,890,-0,039,9,552,-1,040
-0,039,0,058,1,003,158,650,83,370,177,950,0,078,9,542,-1,108
-0,050,0,050,1,011,158,640,83,360,177,950,0,000,9,591,-1,000
-0,054,0,054,1,015,158,610,83,350,177,910,-0,039,9,581,-1,079
-0,050,0,050,0,996,158,610,83,350,177,910,-0,039,9,591,-1,187
-0,042,0,046,1,007,158,640,83,350,177,940,-0,039,9,552,-1,040
-0,062,0,054,1,003,158,640,83,340,177,940,-0,078,9,581,-1,147
-0,050,0,054,1,019,158,640,83,340,177,940,0,078,9,581,-1,079
-0,046,0,046,1,023,158,620,83,340,177,930,0,039,9,542,-1,108
-0,058,0,046,1,023,158,600,83,330,177,910,-0,039,9,660,-1,108
-0,039,0,046,0,988,158,570,83,320,177,880,0,000,9,591,-1,187
-0,054,0,054,1,003,158,580,83,320,177,890,0,000,9,620,-1,147
-0,050,0,050,1,035,158,580,83,320,177,890,0,039,9,620,-1,147
-0,050,0,042,0,996,158,570,83,320,177,880,0,000,9,581,-1,108
-0,050,0,050,1,003,158,530,83,320,177,840,0,000,9,581,-1,108
-0,054,0,035,1,031,158,530,83,320,177,850,0,039,9,620,-1,147
-0,050,0,042,1,000,158,530,83,310,177,840,-0,078,9,581,-1,108
-0,062,0,062,1,031,158,530,83,310,177,840,-0,118,9,581,-1,147
-0,054,0,042,0,992,158,560,83,310,177,880,0,000,9,581,-1,108
-0,050,0,042,1,039,158,580,83,300,177,900,-0,078,9,581,-1,147
-0,054,0,054,1,007,158,590,83,300,177,920,-0,039,9,581,-1,147
-0,046,0,050,0,992,158,590,83,300,177,910,-0,039,9,581,-1,108
-0,050,0,050,1,031,158,600,83,310,177,920,-0,078,9,620,-1,108
-0,050,0,050,1,003,158,610,83,310,177,930,-0,039,9,581,-1,147
-0,046,0,054,1,027,158,630,83,310,177,950,0,000,9,581,-1,147
-0,042,0,058,1,015,158,620,83,310,177,940,-0,039,9,620,-1,147
-0,062,0,042,1,015,158,630,83,310,177,960,0,000,9,581,-1,108
-0,046,0,050,1,000,158,630,83,310,177,960,-0,039,9,620,-1,108
-0,046,0,054,1,019,158,640,83,310,177,960,0,000,9,581,-1,108
-0,050,0,046,1,000,158,640,83,310,177,970,-0,039,9,581,-1,108
-0,046,0,050,1,007,158,640,83,310,177,970,-0,039,9,620,-1,108
-0,050,0,046,1,019,158,640,83,310,177,970,-0,039,9,581,-1,147
-0,042,0,050,1,003,158,650,83,310,177,970,-0,078,9,581,-1,108
-0,046,0,050,0,976,158,650,83,310,177,980,0,000,9,581,-1,108
-0,050,0,046,1,011,158,650,83,310,177,980,-0,039,9,581,-1,108
-0,050,0,054,1,007,158,660,83,310,177,980,-0,039,9,581,-1,108
-0,046,0,046,1,031,158,680,83,310,178,010,-0,078,9,591,-1,187
-0,046,0,054,1,011,158,690,83,310,178,020,-0,039,9,581,-1,108
-0,046,0,042,1,000,158,690,83,310,178,020,0,039,9,581,-1,079
-0,062,0,046,1,011,158,700,83,310,178,030,-0,039,9,620,-1,147
-0,046,0,054,1,011,158,720,83,310,178,050,-0,039,9,581,-1,108
-0,050,0,062,1,019,158,710,83,310,178,040,0,039,9,581,-1,108
-0,046,0,039,1,019,158,710,83,310,178,040,0,000,9,581,-1,147
-0,042,0,050,1,007,158,710,83,310,178,040,-0,078,9,542,-1,147
-0,050,0,054,1,007,158,710,83,310,178,040,0,000,9,581,-1,108
-0,054,0,046,1,023,158,740,83,310,178,070,-0,078,9,591,-1,187
-0,042,0,054,1,019,158,760,83,310,178,090,-0,039,9,581,-1,079
-0,050,0,046,1,011,158,750,83,310,178,080,-0,039,9,591,-1,187
-0,046,0,050,0,996,158,750,83,310,178,080,-0,078,9,581,-1,147
-0,050,0,050,1,015,158,740,83,310,178,070,-0,039,9,581,-1,147
-0,046,0,046,1,000,158,740,83,310,178,070,-0,078,9,581,-1,147
