-0.039,0.066,1.011,-27.690,88.210,129.620,-0.024,0.981,-0.020
-0.035,0.070,1.011,-27.840,88.220,129.470,-0.024,0.977,-0.016
-0.039,0.062,1.011,-27.730,88.220,129.570,-0.028,0.985,-0.020
-0.039,0.066,1.007,-27.680,88.220,129.630,-0.024,0.981,-0.024
-0.031,0.058,1.007,-27.480,88.220,129.820,-0.024,0.981,-0.016
-0.031,0.062,1.011,-27.380,88.230,129.930,-0.024,0.978,-0.024
-0.039,0.062,1.003,-27.270,88.220,130.040,-0.028,0.977,-0.020
-0.035,0.058,1.011,-27.360,88.220,129.950,-0.028,0.981,-0.020
-0.035,0.066,1.015,-27.150,88.220,130.160,-0.024,0.981,-0.020
-0.039,0.066,1.007,-27.040,88.210,130.280,-0.020,0.981,-0.024
-0.035,0.066,1.011,-27.090,88.210,130.230,-0.024,0.978,-0.024
-0.039,0.062,1.003,-27.160,88.210,130.150,-0.024,0.985,-0.016
-0.035,0.066,1.011,-27.150,88.210,130.170,-0.024,0.977,-0.016
-0.039,0.062,1.003,-26.940,88.210,130.380,-0.024,0.981,-0.020
-0.039,0.070,1.015,-26.830,88.200,130.490,-0.024,0.981,-0.020
-0.035,0.062,1.007,-26.720,88.200,130.590,-0.028,0.985,-0.020
-0.035,0.062,1.007,-26.660,88.200,130.660,-0.024,0.985,-0.024
-0.035,0.066,1.007,-26.630,88.200,130.680,-0.020,0.981,-0.024
-0.035,0.066,1.011,-26.530,88.200,130.780,-0.024,0.981,-0.020
-0.035,0.066,1.007,-26.540,88.200,130.780,-0.024,0.985,-0.020
-0.039,0.066,1.007,-26.540,88.200,130.780,-0.024,0.981,-0.024
-0.039,0.066,1.007,-26.540,88.200,130.780,-0.024,0.981,-0.020
-0.039,0.070,1.019,-26.540,88.200,130.770,-0.024,0.981,-0.020
-0.035,0.066,1.011,-26.540,88.200,130.770,-0.024,0.981,-0.020
-0.039,0.062,1.015,-26.540,88.200,130.770,-0.024,0.981,-0.020
-0.035,0.062,1.003,-26.540,88.210,130.770,-0.024,0.985,-0.024
-0.031,0.066,1.007,-26.540,88.210,130.770,-0.020,0.981,-0.020
-0.039,0.066,1.011,-26.540,88.210,130.770,-0.024,0.985,-0.016
-0.039,0.070,1.007,-26.540,88.210,130.770,-0.024,0.978,-0.020
-0.039,0.066,1.007,-26.540,88.210,130.770,-0.028,0.985,-0.020
-0.031,0.062,1.007,-26.540,88.210,130.770,-0.024,0.981,-0.020
-0.035,0.062,1.007,-26.540,88.210,130.770,-0.024,0.981,-0.020
-0.031,0.066,1.015,-26.540,88.210,130.770,-0.024,0.978,-0.020
-0.031,0.066,1.011,-26.460,88.210,130.850,-0.024,0.981,-0.020
-0.039,0.062,1.015,-26.400,88.210,130.910,-0.020,0.981,-0.020
-0.035,0.062,1.007,-26.340,88.210,130.970,-0.024,0.978,-0.020
-0.035,0.066,1.015,-26.330,88.210,130.990,-0.024,0.981,-0.020
-0.031,0.066,1.015,-26.230,88.200,131.080,-0.024,0.981,-0.020
-0.035,0.066,1.007,-26.180,88.200,131.130,-0.024,0.985,-0.020
-0.035,0.066,1.007,-26.190,88.200,131.120,-0.024,0.985,-0.020
-0.035,0.062,1.015,-26.200,88.200,131.120,-0.024,0.978,-0.020
-0.035,0.066,1.011,-26.270,88.210,131.040,-0.024,0.978,-0.024
-0.035,0.066,1.000,-26.280,88.210,131.040,-0.024,0.981,-0.024
-0.039,0.058,1.007,-26.280,88.210,131.030,-0.024,0.981,-0.020
-0.035,0.066,1.000,-26.280,88.210,131.030,-0.024,0.978,-0.020
-0.035,0.066,1.011,-26.310,88.210,131.000,-0.024,0.981,-0.020
-0.035,0.066,1.011,-26.320,88.210,130.990,-0.024,0.981,-0.024
-0.039,0.062,1.015,-26.340,88.210,130.980,-0.024,0.981,-0.020
-0.042,0.066,1.015,-26.340,88.210,130.970,-0.024,0.981,-0.020
-0.039,0.058,1.007,-26.360,88.210,130.950,-0.028,0.985,-0.024
-0.035,0.062,1.015,-26.350,88.210,130.970,-0.020,0.978,-0.020
-0.039,0.058,1.011,-26.360,88.210,130.950,-0.020,0.977,-0.016
-0.046,0.062,1.011,-26.360,88.210,130.950,-0.024,0.981,-0.020
-0.027,0.070,1.015,-26.380,88.210,130.930,-0.024,0.981,-0.020
-0.039,0.070,1.011,-26.260,88.210,131.050,-0.039,0.981,-0.024
-0.027,0.070,1.003,-25.990,88.220,131.190,-0.020,0.981,-0.016
-0.054,0.058,1.003,-26.070,88.210,131.080,-0.016,0.977,-0.020
-0.027,0.062,1.015,-26.540,88.210,130.300,-0.016,0.977,-0.020
-0.019,0.058,1.023,-26.870,88.210,129.960,-0.012,0.985,-0.016
