-0.383,0.569,9.839
-0.383,0.530,9.957
-0.383,0.569,9.879
-0.343,0.530,9.879
-0.343,0.530,9.918
-0.383,0.530,9.810
-0.383,0.569,9.918
-0.343,0.530,9.957
-0.383,0.569,9.879
-0.343,0.530,9.879
-0.383,0.530,9.918
-0.412,0.530,9.879
-0.304,0.530,9.879
-0.343,0.530,9.879
-0.412,0.530,9.879
-0.343,0.530,9.918
-0.383,0.569,9.879
-0.383,0.530,9.839
-0.343,0.530,9.918
-0.383,0.530,9.918
-0.383,0.569,9.839
-0.343,0.530,9.957
-0.343,0.530,9.918
-0.343,0.569,9.879
-0.343,0.569,9.879
-0.383,0.569,9.918
-0.383,0.569,9.918
-0.383,0.530,9.918
-0.343,0.530,9.918
-0.343,0.491,9.957
-0.383,0.530,9.839
-0.383,0.530,9.918
-0.383,0.530,9.918
-0.343,0.569,9.918
-0.383,0.530,9.879
-0.343,0.530,9.957
-0.383,0.530,9.918
-0.343,0.569,9.879
-0.383,0.530,9.879
-0.383,0.569,9.879
-0.383,0.530,9.879
-0.343,0.530,9.839
-0.383,0.569,9.879
-0.383,0.569,9.918
-0.343,0.530,9.879
-0.343,0.491,9.879
-0.383,0.569,9.918
-0.343,0.569,9.918
-0.343,0.530,9.996
-0.343,0.530,9.918
-0.343,0.530,9.918
-0.383,0.569,9.879
-0.343,0.530,9.918
-0.412,0.530,9.918
-0.343,0.530,9.996
-0.304,0.569,9.879
-0.412,0.530,9.879
-0.383,0.530,9.918
-0.343,0.608,9.879
-0.383,0.491,9.879
-0.383,0.530,9.879
-0.304,0.530,9.839
-0.383,0.530,9.839
-0.343,0.451,9.918
-0.343,0.530,9.879
-0.383,0.569,9.879
-0.383,0.569,9.879
-0.343,0.608,9.839
-0.383,0.530,9.918
-0.304,0.530,9.996
-0.383,0.530,9.879
-0.343,0.530,9.879
-0.383,0.530,9.918
-0.343,0.608,9.771
-0.343,0.530,9.879
-0.343,0.530,9.918
-0.383,0.530,9.918
-0.343,0.530,9.918
-0.343,0.530,9.918
-0.304,0.608,9.879
-0.383,0.569,9.879
-0.343,0.530,9.879
-0.383,0.530,9.918
-0.343,0.530,9.879
-0.383,0.530,9.879
-0.304,0.530,9.879
-0.383,0.530,9.918
-0.343,0.530,9.918
-0.343,0.569,9.918
-0.343,0.530,9.879
-0.343,0.530,9.879
-0.383,0.530,9.918
-0.383,0.491,9.996
-0.383,0.530,9.957
-0.343,0.530,9.879
-0.343,0.569,9.918
-0.383,0.569,9.918
-0.383,0.530,9.918
-0.383,0.569,9.918
-0.343,0.530,9.918
-0.383,0.530,9.839
-0.383,0.530,9.918
-0.343,0.530,9.879
-0.147,0.343,9.839
-0.383,0.569,9.839
-0.343,0.530,9.918
-0.383,0.530,9.879
-0.412,0.491,9.810
-0.343,0.569,9.918
-0.304,0.491,9.879
-0.412,0.491,9.879
-0.343,0.530,9.839
-0.451,0.491,9.918
-0.304,0.608,9.879
-0.412,0.491,9.879
-0.383,0.491,9.810
-0.412,0.491,9.918
-0.304,0.530,9.879
-0.304,0.451,9.918
-0.226,1.570,9.996
-0.608,0.687,9.732
0.069,0.412,10.261
-0.647,1.109,9.957
-0.687,0.912,9.810
1.373,1.295,10.644
-0.108,-0.226,9.957
-0.608,0.687,9.457
-1.373,1.609,11.488
-0.726,0.226,8.966
0.186,0.412,9.957
0.952,0.608,9.839
-0.608,0.491,10.879
-0.029,0.569,10.683
-0.569,0.304,9.879
-0.304,0.530,9.918
-0.491,0.726,11.527
-0.226,0.991,10.114
-0.530,0.226,10.153
0.569,0.451,9.310
0.647,0.491,8.348
-0.147,0.804,10.762
-0.765,0.186,10.114
-1.226,0.530,10.153
-0.412,0.569,9.996
